storm.id,storm.name,n.obs,date.time,status,record.id,lat,long,wind,storm.year,sst
AL092008,IKE,62,2008-09-15T12:00:00Z,Extratropical cyclone,IL,47.2,-71.1,35,2008,NA
AL112008,KYLE,23,2008-09-29T00:00:00Z,Hurricane,L,43.8,-66.2,65,2008,11.759999737143517
AL112008,KYLE,23,2008-09-29T06:00:00Z,Extratropical cyclone,IL,45.6,-65,50,2008,NA
AL132008,MARCO,8,2008-10-07T12:00:00Z,Tropical storm,L,19.9,-96.5,55,2008,NA
AL132008,MARCO,8,2008-10-07T18:00:00Z,Tropical depression,IL,19.9,-96.9,30,2008,NA
AL162008,SIXTEEN,8,2008-10-15T12:30:00Z,Tropical depression,L,15.8,-84.5,25,2008,29.809999333694577
AL162008,SIXTEEN,8,2008-10-15T18:00:00Z,Tropical depression,IL,15.6,-85,25,2008,NA
AL162008,SIXTEEN,8,2008-10-16T00:00:00Z,Other low,IL,15.3,-85.6,25,2008,NA
AL172008,PALOMA,36,2008-11-09T01:00:00Z,Hurricane,L,20.7,-78,85,2008,26.969999397173524
AL172008,PALOMA,36,2008-11-09T06:00:00Z,Tropical storm,IL,21,-77.7,55,2008,NA
AL172008,PALOMA,36,2008-11-09T12:00:00Z,Tropical storm,IL,21.3,-77.8,35,2008,NA
AL172008,PALOMA,36,2008-11-09T18:00:00Z,Tropical depression,IL,21.6,-77.9,25,2008,NA
AL172008,PALOMA,36,2008-11-10T00:00:00Z,Other low,IL,21.8,-77.9,25,2008,NA
AL172008,PALOMA,36,2008-11-10T06:00:00Z,Other low,IL,22.1,-77.8,25,2008,NA
AL032009,BILL,46,2009-08-24T03:00:00Z,Tropical storm,L,46.9,-56,60,2009,15.989999642595649
AL042009,CLAUDETTE,8,2009-08-17T05:30:00Z,Tropical storm,L,30.4,-86.5,40,2009,29.149999348446727
AL062009,ERIKA,12,2009-09-02T18:30:00Z,Tropical storm,L,16.3,-61.3,35,2009,29.069999350234866
AL112009,IDA,31,2009-11-05T12:00:00Z,Hurricane,L,12.9,-83.6,70,2009,NA
AL112009,IDA,31,2009-11-05T18:00:00Z,Tropical storm,IL,13.2,-83.8,50,2009,NA
AL112009,IDA,31,2009-11-06T00:00:00Z,Tropical storm,IL,13.6,-83.9,35,2009,NA
AL112009,IDA,31,2009-11-06T06:00:00Z,Tropical depression,IL,14.1,-84,30,2009,NA
AL112009,IDA,31,2009-11-06T12:00:00Z,Tropical depression,IL,14.7,-83.9,30,2009,NA
AL112009,IDA,31,2009-11-06T18:00:00Z,Tropical depression,IL,15.4,-83.9,30,2009,NA
AL012010,ALEX,32,2010-06-27T00:00:00Z,Tropical storm,L,17.5,-88.2,55,2010,29.89999933168292
AL012010,ALEX,32,2010-06-27T06:00:00Z,Tropical storm,IL,18,-89.1,55,2010,NA
AL012010,ALEX,32,2010-06-27T12:00:00Z,Tropical storm,IL,18.5,-90,45,2010,NA
AL012010,ALEX,32,2010-06-27T18:00:00Z,Tropical storm,IL,18.9,-90.7,35,2010,NA
AL012010,ALEX,32,2010-07-01T02:00:00Z,Hurricane,L,24.2,-97.7,95,2010,27.059999395161867
AL012010,ALEX,32,2010-07-01T06:00:00Z,Hurricane,IL,24.1,-98.4,75,2010,NA
AL012010,ALEX,32,2010-07-01T12:00:00Z,Tropical storm,IL,23.5,-99.5,60,2010,NA
AL012010,ALEX,32,2010-07-01T18:00:00Z,Tropical storm,IL,23.1,-100.7,40,2010,NA
AL012010,ALEX,32,2010-07-02T00:00:00Z,Tropical depression,IL,23.2,-101.9,30,2010,NA
AL022010,TWO,13,2010-07-08T14:00:00Z,Tropical depression,L,26.1,-97.1,30,2010,29.759999334812164
AL022010,TWO,13,2010-07-08T18:00:00Z,Tropical depression,IL,26.1,-97.8,25,2010,NA
AL022010,TWO,13,2010-07-09T00:00:00Z,Tropical depression,IL,25.9,-98.8,25,2010,NA
AL022010,TWO,13,2010-07-09T06:00:00Z,Other low,IL,26.1,-99.7,20,2010,NA
AL022010,TWO,13,2010-07-09T12:00:00Z,Other low,IL,26.5,-100.6,20,2010,NA
AL022010,TWO,13,2010-07-09T18:00:00Z,Other low,IL,27.3,-101.3,20,2010,NA
AL022010,TWO,13,2010-07-10T00:00:00Z,Other low,IL,28.1,-102.2,20,2010,NA
AL032010,BONNIE,18,2010-07-22T23:15:00Z,Tropical storm,L,23,-75.7,35,2010,28.84999935515225
AL032010,BONNIE,18,2010-07-23T05:15:00Z,Tropical storm,L,23.7,-77.5,40,2010,29.08999934978783
AL032010,BONNIE,18,2010-07-23T14:30:00Z,Tropical storm,L,25.4,-80.2,35,2010,28.8199993558228
AL032010,BONNIE,18,2010-07-23T18:00:00Z,Tropical depression,IL,25.8,-81.1,30,2010,NA
AL072010,EARL,55,2010-09-04T15:00:00Z,Hurricane,L,44.3,-64.5,65,2010,NA
AL072010,EARL,55,2010-09-04T18:00:00Z,Hurricane,IL,45.5,-63.2,65,2010,NA
AL072010,EARL,55,2010-09-04T19:00:00Z,Tropical storm,L,46,-62.7,60,2010,20.21999954804778
AL102010,HERMINE,23,2010-09-07T02:00:00Z,Tropical storm,L,25.3,-97.4,60,2010,28.84999935515225
AL102010,HERMINE,23,2010-09-07T06:00:00Z,Tropical storm,IL,26.2,-97.7,55,2010,NA
AL102010,HERMINE,23,2010-09-07T12:00:00Z,Tropical storm,IL,27.7,-98.1,45,2010,NA
AL102010,HERMINE,23,2010-09-07T18:00:00Z,Tropical storm,IL,29.4,-98.6,40,2010,NA
AL102010,HERMINE,23,2010-09-08T00:00:00Z,Tropical depression,IL,30.6,-99.1,30,2010,NA
AL102010,HERMINE,23,2010-09-08T06:00:00Z,Tropical depression,IL,31.6,-99.5,25,2010,NA
AL102010,HERMINE,23,2010-09-08T12:00:00Z,Tropical depression,IL,32.7,-99.5,20,2010,NA
AL102010,HERMINE,23,2010-09-08T18:00:00Z,Tropical depression,IL,33.7,-98.7,20,2010,NA
AL102010,HERMINE,23,2010-09-09T00:00:00Z,Tropical depression,IL,34.7,-97.9,20,2010,NA
AL102010,HERMINE,23,2010-09-09T06:00:00Z,Tropical depression,IL,35.5,-97.2,20,2010,NA
AL102010,HERMINE,23,2010-09-09T12:00:00Z,Tropical depression,IL,36.3,-96.4,20,2010,NA
AL102010,HERMINE,23,2010-09-09T18:00:00Z,Other low,IL,37,-95.5,20,2010,NA
AL102010,HERMINE,23,2010-09-10T00:00:00Z,Other low,IL,37.5,-95,20,2010,NA
AL112010,IGOR,61,2010-09-21T15:00:00Z,Hurricane,L,46.6,-53.2,75,2010,12.849999712780118
AL132010,KARL,22,2010-09-15T12:45:00Z,Tropical storm,L,18.5,-87.8,55,2010,30.39999932050705
AL132010,KARL,22,2010-09-15T18:00:00Z,Tropical storm,IL,18.8,-88.8,45,2010,NA
AL132010,KARL,22,2010-09-16T00:00:00Z,Tropical storm,IL,19.2,-90.1,40,2010,NA
AL132010,KARL,22,2010-09-17T16:45:00Z,Hurricane,L,19.3,-96.2,100,2010,29.419999342411757
AL132010,KARL,22,2010-09-17T18:00:00Z,Hurricane,IL,19.2,-96.4,90,2010,NA
AL132010,KARL,22,2010-09-18T00:00:00Z,Tropical storm,IL,18.7,-97.1,60,2010,NA
AL132010,KARL,22,2010-09-18T06:00:00Z,Tropical depression,IL,18.6,-97.4,25,2010,NA
AL152010,MATTHEW,16,2010-09-24T19:00:00Z,Tropical storm,L,14.7,-83.3,50,2010,NA
AL152010,MATTHEW,16,2010-09-25T00:00:00Z,Tropical storm,IL,15.2,-84.6,50,2010,NA
AL152010,MATTHEW,16,2010-09-25T15:00:00Z,Tropical storm,L,16.5,-88.4,35,2010,30.54999931715429
AL152010,MATTHEW,16,2010-09-25T18:00:00Z,Tropical depression,IL,16.7,-89.4,30,2010,NA
AL152010,MATTHEW,16,2010-09-26T00:00:00Z,Tropical depression,IL,17,-90.8,30,2010,NA
AL152010,MATTHEW,16,2010-09-26T06:00:00Z,Tropical depression,IL,17.3,-91.9,25,2010,NA
AL152010,MATTHEW,16,2010-09-26T12:00:00Z,Other low,IL,17.5,-92.8,20,2010,NA
AL152010,MATTHEW,16,2010-09-26T18:00:00Z,Other low,IL,17.2,-93.3,20,2010,NA
AL182010,PAULA,21,2010-10-11T12:00:00Z,Tropical storm,L,15,-83.2,45,2010,27.99999937415123
AL182010,PAULA,21,2010-10-14T15:00:00Z,Tropical storm,L,22.7,-83.9,55,2010,NA
AL192010,RICHARD,29,2010-10-25T00:30:00Z,Hurricane,L,17.2,-88.3,85,2010,NA
AL192010,RICHARD,29,2010-10-25T06:00:00Z,Hurricane,IL,17.4,-89.2,65,2010,NA
AL192010,RICHARD,29,2010-10-25T12:00:00Z,Tropical storm,IL,17.7,-90,40,2010,NA
AL192010,RICHARD,29,2010-10-25T18:00:00Z,Tropical depression,IL,18,-90.8,30,2010,NA
AL192010,RICHARD,29,2010-10-26T00:00:00Z,Other low,IL,18.4,-91.5,25,2010,NA
AL212010,TOMAS,54,2010-10-30T09:00:00Z,Tropical storm,L,13,-59.5,60,2010,28.949999352917075
AL212010,TOMAS,54,2010-10-30T20:00:00Z,Hurricane,L,13.4,-61.2,85,2010,29.339999344199896
AL212010,TOMAS,54,2010-11-06T07:30:00Z,Tropical storm,L,21.7,-71.6,60,2010,27.57999938353896
AL012011,ARLENE,13,2011-06-30T13:00:00Z,Tropical storm,L,21.6,-97.4,55,2011,28.299999367445707
AL012011,ARLENE,13,2011-06-30T18:00:00Z,Tropical storm,IL,21.5,-98.1,45,2011,NA
AL012011,ARLENE,13,2011-07-01T00:00:00Z,Tropical depression,IL,21.1,-98.7,30,2011,NA
AL042011,DON,14,2011-07-30T02:30:00Z,Tropical depression,L,27.3,-97.4,30,2011,NA
AL042011,DON,14,2011-07-30T06:00:00Z,Other low,IL,27.8,-98.1,25,2011,NA
AL082011,HARVEY,17,2011-08-20T17:30:00Z,Tropical storm,L,17,-88.3,55,2011,NA
AL082011,HARVEY,17,2011-08-20T18:00:00Z,Tropical storm,IL,17,-88.3,55,2011,NA
AL082011,HARVEY,17,2011-08-21T00:00:00Z,Tropical storm,IL,17.3,-89.6,35,2011,NA
AL082011,HARVEY,17,2011-08-21T06:00:00Z,Tropical depression,IL,17.6,-90.8,30,2011,NA
AL082011,HARVEY,17,2011-08-21T12:00:00Z,Tropical depression,IL,18,-92,30,2011,NA
AL082011,HARVEY,17,2011-08-21T18:00:00Z,Tropical depression,IL,18.5,-93.3,30,2011,NA
AL082011,HARVEY,17,2011-08-22T02:00:00Z,Tropical storm,L,18.7,-95.2,35,2011,29.62999933771789
AL082011,HARVEY,17,2011-08-22T06:00:00Z,Tropical depression,IL,18.6,-96.2,25,2011,NA
AL082011,HARVEY,17,2011-08-22T12:00:00Z,Tropical depression,IL,18.1,-97.2,20,2011,NA
AL092011,IRENE,43,2011-08-21T23:00:00Z,Tropical storm,L,17.8,-64.6,60,2011,29.059999350458384
AL092011,IRENE,43,2011-08-22T05:25:00Z,Tropical storm,L,18.1,-65.8,60,2011,NA
AL092011,IRENE,43,2011-08-22T06:00:00Z,Hurricane,IL,18.2,-65.9,65,2011,NA
AL092011,IRENE,43,2011-08-24T16:00:00Z,Hurricane,L,22.4,-74,100,2011,29.329999344423413
AL092011,IRENE,43,2011-08-25T00:00:00Z,Hurricane,L,23.5,-75.1,95,2011,29.269999345764518
AL092011,IRENE,43,2011-08-25T09:00:00Z,Hurricane,L,24.7,-76.2,90,2011,29.619999337941408
AL092011,IRENE,43,2011-08-25T18:00:00Z,Hurricane,L,26.5,-77.2,90,2011,29.66999933682382
AL092011,IRENE,43,2011-08-27T12:00:00Z,Hurricane,L,34.7,-76.6,75,2011,27.679999381303787
AL092011,IRENE,43,2011-08-28T09:35:00Z,Tropical storm,L,39.4,-74.4,60,2011,21.639999516308308
AL092011,IRENE,43,2011-08-28T12:00:00Z,Tropical storm,IL,40.3,-74.1,55,2011,NA
AL092011,IRENE,43,2011-08-28T13:00:00Z,Tropical storm,IL,40.6,-74,55,2011,NA
AL092011,IRENE,43,2011-08-28T18:00:00Z,Tropical storm,IL,42.5,-73.1,50,2011,NA
AL092011,IRENE,43,2011-08-29T00:00:00Z,Extratropical cyclone,IL,44.2,-72.1,45,2011,NA
AL092011,IRENE,43,2011-08-29T06:00:00Z,Extratropical cyclone,IL,46.5,-69.5,40,2011,NA
AL132011,LEE,22,2011-09-04T10:30:00Z,Subtropical storm,L,29.6,-92.1,40,2011,28.599999360740185
AL142011,MARIA,42,2011-09-16T18:30:00Z,Tropical storm,L,47,-53.5,60,2011,11.92999973334372
AL152011,NATE,23,2011-09-11T16:00:00Z,Tropical storm,L,20.5,-97,40,2011,NA
AL152011,NATE,23,2011-09-11T18:00:00Z,Tropical storm,IL,20.5,-97.2,35,2011,NA
AL152011,NATE,23,2011-09-12T00:00:00Z,Other low,IL,20.5,-97.8,25,2011,NA
AL182011,RINA,31,2011-10-28T02:00:00Z,Tropical storm,L,20.5,-87.2,50,2011,28.299999367445707
AL182011,RINA,31,2011-10-28T06:00:00Z,Tropical storm,IL,20.9,-87.1,50,2011,NA
AL182011,RINA,31,2011-10-28T12:00:00Z,Tropical storm,IL,21.4,-86.9,40,2011,NA
AL022012,BERYL,33,2012-05-28T04:10:00Z,Tropical storm,L,30.2,-81.4,55,2012,NA
AL022012,BERYL,33,2012-05-28T06:00:00Z,Tropical storm,IL,30.2,-81.7,50,2012,NA
AL022012,BERYL,33,2012-05-28T12:00:00Z,Tropical depression,IL,30.4,-82.5,30,2012,NA
AL022012,BERYL,33,2012-05-28T18:00:00Z,Tropical depression,IL,30.5,-83,30,2012,NA
AL022012,BERYL,33,2012-05-29T00:00:00Z,Tropical depression,IL,30.6,-83.2,25,2012,NA
AL022012,BERYL,33,2012-05-29T06:00:00Z,Tropical depression,IL,30.8,-83.4,25,2012,NA
AL022012,BERYL,33,2012-05-29T12:00:00Z,Tropical depression,IL,31.3,-83,25,2012,NA
AL022012,BERYL,33,2012-05-29T18:00:00Z,Tropical depression,IL,31.7,-82.7,25,2012,NA
AL022012,BERYL,33,2012-05-30T00:00:00Z,Tropical depression,IL,32,-81.8,25,2012,NA
AL022012,BERYL,33,2012-05-30T06:00:00Z,Tropical storm,IL,32.6,-80.6,35,2012,NA
AL042012,DEBBY,18,2012-06-26T21:00:00Z,Tropical storm,L,29.3,-83.2,35,2012,27.079999394714832
AL042012,DEBBY,18,2012-06-27T00:00:00Z,Tropical depression,IL,29.4,-82.7,30,2012,NA
AL042012,DEBBY,18,2012-06-27T06:00:00Z,Tropical depression,IL,29.5,-81.5,30,2012,NA
AL052012,ERNESTO,39,2012-08-08T01:00:00Z,Hurricane,L,18.7,-87.2,80,2012,29.66999933682382
AL052012,ERNESTO,39,2012-08-08T03:15:00Z,Hurricane,L,18.8,-87.7,85,2012,29.69999933615327
AL052012,ERNESTO,39,2012-08-08T06:00:00Z,Hurricane,IL,18.8,-88.3,80,2012,NA
AL052012,ERNESTO,39,2012-08-08T12:00:00Z,Tropical storm,IL,18.8,-89.6,60,2012,NA
AL052012,ERNESTO,39,2012-08-08T18:00:00Z,Tropical storm,IL,18.8,-90.8,50,2012,NA
AL052012,ERNESTO,39,2012-08-09T16:15:00Z,Tropical storm,L,18.3,-94.6,55,2012,29.299999345093966
AL052012,ERNESTO,39,2012-08-09T18:00:00Z,Tropical storm,IL,18.2,-94.9,50,2012,NA
AL052012,ERNESTO,39,2012-08-10T00:00:00Z,Tropical storm,IL,18,-96,40,2012,NA
AL052012,ERNESTO,39,2012-08-10T06:00:00Z,Tropical depression,IL,17.9,-97.2,30,2012,NA
AL072012,HELENE,38,2012-08-18T12:00:00Z,Tropical depression,L,21.9,-97.7,30,2012,29.309999344870448
AL072012,HELENE,38,2012-08-18T18:00:00Z,Tropical depression,IL,22.5,-98.7,25,2012,NA
AL072012,HELENE,38,2012-08-19T00:00:00Z,Other low,IL,22.7,-98.9,25,2012,NA
AL082012,GORDON,26,2012-08-20T05:30:00Z,Hurricane,L,37,-25.1,65,2012,22.549999495968223
AL092012,ISAAC,51,2012-08-25T06:00:00Z,Tropical storm,L,18.3,-72.7,55,2012,NA
AL092012,ISAAC,51,2012-08-25T15:00:00Z,Tropical storm,L,20.1,-74.5,50,2012,NA
AL092012,ISAAC,51,2012-08-29T00:00:00Z,Hurricane,L,28.9,-89.4,70,2012,29.409999342635274
AL092012,ISAAC,51,2012-08-29T08:00:00Z,Hurricane,L,29.2,-90.2,70,2012,29.19999934732914
AL092012,ISAAC,51,2012-08-29T12:00:00Z,Hurricane,IL,29.4,-90.5,65,2012,NA
AL092012,ISAAC,51,2012-08-29T18:00:00Z,Tropical storm,IL,29.7,-90.8,60,2012,NA
AL092012,ISAAC,51,2012-08-30T00:00:00Z,Tropical storm,IL,30.1,-91.1,55,2012,NA
AL092012,ISAAC,51,2012-08-30T06:00:00Z,Tropical storm,IL,30.6,-91.5,55,2012,NA
AL092012,ISAAC,51,2012-08-30T12:00:00Z,Tropical storm,IL,31.3,-91.9,45,2012,NA
AL092012,ISAAC,51,2012-08-30T18:00:00Z,Tropical storm,IL,32.1,-92.4,35,2012,NA
AL092012,ISAAC,51,2012-08-31T00:00:00Z,Tropical depression,IL,33.1,-92.9,30,2012,NA
AL092012,ISAAC,51,2012-08-31T06:00:00Z,Tropical depression,IL,34.3,-93.5,25,2012,NA
AL092012,ISAAC,51,2012-08-31T12:00:00Z,Tropical depression,IL,35.6,-94,20,2012,NA
AL092012,ISAAC,51,2012-08-31T18:00:00Z,Tropical depression,IL,36.8,-94.1,20,2012,NA
AL092012,ISAAC,51,2012-09-01T00:00:00Z,Tropical depression,IL,37.8,-93.9,20,2012,NA
AL092012,ISAAC,51,2012-09-01T06:00:00Z,Tropical depression,IL,38.4,-93.3,20,2012,NA
AL182012,SANDY,45,2012-10-24T19:00:00Z,Hurricane,L,17.9,-76.6,75,2012,29.309999344870448
AL182012,SANDY,45,2012-10-25T05:25:00Z,Hurricane,L,20,-76,100,2012,30.01999932900071
AL182012,SANDY,45,2012-10-25T06:00:00Z,Hurricane,IL,20.1,-76,100,2012,NA
AL182012,SANDY,45,2012-10-25T09:00:00Z,Hurricane,IL,20.9,-75.7,95,2012,NA
AL182012,SANDY,45,2012-10-29T23:30:00Z,Extratropical cyclone,L,39.4,-74.4,70,2012,16.57999962940812
AL182012,SANDY,45,2012-10-30T00:00:00Z,Extratropical cyclone,IL,39.5,-74.5,70,2012,NA
AL182012,SANDY,45,2012-10-30T06:00:00Z,Extratropical cyclone,IL,39.9,-76.2,55,2012,NA
AL182012,SANDY,45,2012-10-30T12:00:00Z,Extratropical cyclone,IL,40.1,-77.8,50,2012,NA
AL182012,SANDY,45,2012-10-30T18:00:00Z,Extratropical cyclone,IL,40.4,-78.9,40,2012,NA
AL182012,SANDY,45,2012-10-31T00:00:00Z,Extratropical cyclone,IL,40.7,-79.8,35,2012,NA
AL182012,SANDY,45,2012-10-31T06:00:00Z,Extratropical cyclone,IL,41.1,-80.3,35,2012,NA
AL182012,SANDY,45,2012-10-31T12:00:00Z,Extratropical cyclone,IL,41.5,-80.7,30,2012,NA
AL012013,ANDREA,14,2013-06-06T22:00:00Z,Tropical storm,L,29.5,-83.4,50,2013,26.44999940879643
AL012013,ANDREA,14,2013-06-07T00:00:00Z,Tropical storm,IL,29.8,-83,40,2013,NA
AL012013,ANDREA,14,2013-06-07T06:00:00Z,Tropical storm,IL,31.6,-81.4,40,2013,NA
AL012013,ANDREA,14,2013-06-07T12:00:00Z,Tropical storm,IL,33.5,-80.2,40,2013,NA
AL012013,ANDREA,14,2013-06-07T18:00:00Z,Extratropical cyclone,IL,35.2,-78.6,40,2013,NA
AL022013,BARRY,23,2013-06-17T22:00:00Z,Tropical depression,L,16.5,-88.4,30,2013,29.42999934218824
AL022013,BARRY,23,2013-06-18T00:00:00Z,Tropical depression,IL,16.6,-88.6,30,2013,NA
AL022013,BARRY,23,2013-06-18T06:00:00Z,Tropical depression,IL,17,-89.3,25,2013,NA
AL022013,BARRY,23,2013-06-18T12:00:00Z,Tropical depression,IL,17.6,-90.3,30,2013,NA
AL022013,BARRY,23,2013-06-18T18:00:00Z,Tropical depression,IL,18.2,-91.3,30,2013,NA
AL022013,BARRY,23,2013-06-20T11:15:00Z,Tropical storm,L,19.6,-96.4,40,2013,28.22999936901033
AL022013,BARRY,23,2013-06-20T12:00:00Z,Tropical storm,IL,19.6,-96.5,40,2013,NA
AL022013,BARRY,23,2013-06-20T18:00:00Z,Tropical depression,IL,19.6,-97,30,2013,NA
AL022013,BARRY,23,2013-06-21T00:00:00Z,Other low,IL,19.6,-97.5,25,2013,NA
AL062013,FERNAND,7,2013-08-26T04:45:00Z,Tropical storm,L,19.5,-96.3,50,2013,NA
AL062013,FERNAND,7,2013-08-26T06:00:00Z,Tropical storm,IL,19.7,-96.6,45,2013,NA
AL062013,FERNAND,7,2013-08-26T12:00:00Z,Tropical depression,IL,20.1,-97.3,30,2013,NA
AL062013,FERNAND,7,2013-08-26T18:00:00Z,Other low,IL,20.5,-98.2,25,2013,NA
AL082013,EIGHT,4,2013-09-06T18:00:00Z,Tropical depression,L,22.3,-97.9,30,2013,NA
AL082013,EIGHT,4,2013-09-07T00:00:00Z,Tropical depression,IL,21.9,-98.5,25,2013,NA
AL082013,EIGHT,4,2013-09-07T06:00:00Z,Other low,IL,21.5,-99,25,2013,NA
AL102013,INGRID,22,2013-09-16T11:15:00Z,Tropical storm,L,23.7,-97.7,55,2013,28.859999354928732
AL102013,INGRID,22,2013-09-16T12:00:00Z,Tropical storm,IL,23.7,-97.8,55,2013,NA
AL102013,INGRID,22,2013-09-16T18:00:00Z,Tropical storm,IL,23.7,-98.7,40,2013,NA
AL102013,INGRID,22,2013-09-17T00:00:00Z,Tropical depression,IL,23.7,-99.2,25,2013,NA
AL102013,INGRID,22,2013-09-17T06:00:00Z,Other low,IL,23.7,-99.7,20,2013,NA
AL012014,ARTHUR,47,2014-07-04T03:15:00Z,Hurricane,L,34.7,-76.6,85,2014,27.599999383091927
AL012014,ARTHUR,47,2014-07-04T08:00:00Z,Hurricane,L,35.8,-75.5,85,2014,NA
AL032014,BERTHA,47,2014-08-03T14:00:00Z,Tropical storm,L,21.8,-71.9,40,2014,28.279999367892742
AL052014,DOLLY,13,2014-09-03T04:00:00Z,Tropical storm,L,22,-97.7,40,2014,30.08999932743609
AL052014,DOLLY,13,2014-09-03T06:00:00Z,Tropical storm,IL,21.9,-98,35,2014,NA
AL052014,DOLLY,13,2014-09-03T12:00:00Z,Other low,IL,21.8,-98.8,25,2014,NA
AL052014,DOLLY,13,2014-09-03T18:00:00Z,Other low,IL,21.7,-99.8,20,2014,NA
AL052014,DOLLY,13,2014-09-04T00:00:00Z,Other low,IL,21.6,-101,15,2014,NA
AL072014,FAY,14,2014-10-12T08:10:00Z,Hurricane,L,32.3,-64.7,70,2014,26.509999407455325
AL082014,GONZALO,39,2014-10-13T14:30:00Z,Hurricane,L,17.1,-61.8,65,2014,28.449999364092946
AL082014,GONZALO,39,2014-10-13T22:45:00Z,Hurricane,L,18.1,-63,75,2014,29.15999934822321
AL082014,GONZALO,39,2014-10-13T23:15:00Z,Hurricane,L,18.2,-63.1,75,2014,29.15999934822321
AL082014,GONZALO,39,2014-10-18T00:30:00Z,Hurricane,L,32.3,-64.8,95,2014,24.759999446570873
AL092014,HANNA,37,2014-10-27T16:00:00Z,Tropical storm,L,14.9,-83.3,35,2014,NA
AL092014,HANNA,37,2014-10-27T18:00:00Z,Tropical depression,IL,14.9,-83.5,30,2014,NA
AL092014,HANNA,37,2014-10-28T00:00:00Z,Tropical depression,IL,15,-84.3,30,2014,NA
AL092014,HANNA,37,2014-10-28T06:00:00Z,Other low,IL,15.4,-85.2,25,2014,NA
AL092014,HANNA,37,2014-10-28T12:00:00Z,Other low,IL,15.9,-85.9,20,2014,NA
AL012015,ANA,28,2015-05-10T10:00:00Z,Tropical storm,L,33.8,-78.8,40,2015,NA
AL012015,ANA,28,2015-05-10T12:00:00Z,Tropical storm,IL,33.9,-78.8,35,2015,NA
AL012015,ANA,28,2015-05-10T18:00:00Z,Tropical depression,IL,34.3,-78.7,30,2015,NA
AL012015,ANA,28,2015-05-11T00:00:00Z,Tropical depression,IL,34.7,-78.5,30,2015,NA
AL012015,ANA,28,2015-05-11T06:00:00Z,Tropical depression,IL,35.5,-78,30,2015,NA
AL012015,ANA,28,2015-05-11T12:00:00Z,Tropical depression,IL,36.2,-77.3,30,2015,NA
AL012015,ANA,28,2015-05-11T18:00:00Z,Tropical depression,IL,37,-76.3,30,2015,NA
AL022015,BILL,22,2015-06-16T16:45:00Z,Tropical storm,L,28.2,-96.7,50,2015,29.12999934889376
AL112015,JOAQUIN,76,2015-10-01T12:00:00Z,Hurricane,L,23.1,-73.7,115,2015,29.81999933347106
AL112015,JOAQUIN,76,2015-10-02T16:00:00Z,Hurricane,L,23.6,-74.8,110,2015,29.00999935157597
AL112015,JOAQUIN,76,2015-10-02T21:00:00Z,Hurricane,L,24.1,-74.5,110,2015,29.07999935001135
AL012016,ALEX,42,2016-01-15T13:15:00Z,Tropical storm,L,38.7,-27.1,55,2016,15.369999656453729
AL022016,BONNIE,56,2016-05-29T12:30:00Z,Tropical depression,L,32.8,-79.8,30,2016,NA
AL022016,BONNIE,56,2016-05-29T18:00:00Z,Tropical depression,IL,33,-80.3,30,2016,NA
AL022016,BONNIE,56,2016-05-30T00:00:00Z,Tropical depression,IL,32.7,-80.3,25,2016,NA
AL022016,BONNIE,56,2016-05-30T06:00:00Z,Tropical depression,IL,33.1,-80,25,2016,NA
AL022016,BONNIE,56,2016-05-30T12:00:00Z,Other low,IL,33.3,-79.8,25,2016,NA
AL022016,BONNIE,56,2016-05-30T18:00:00Z,Other low,IL,33.4,-79.6,25,2016,NA
AL022016,BONNIE,56,2016-05-31T00:00:00Z,Other low,IL,33.2,-79.3,25,2016,NA
AL032016,COLIN,15,2016-06-07T02:00:00Z,Tropical storm,L,29.8,-83.6,45,2016,26.79999940097332
AL032016,COLIN,15,2016-06-07T06:00:00Z,Tropical storm,IL,30.7,-82.1,45,2016,NA
AL042016,DANIELLE,12,2016-06-20T22:00:00Z,Tropical storm,L,21.2,-97.4,35,2016,28.409999364987016
AL042016,DANIELLE,12,2016-06-21T00:00:00Z,Tropical depression,IL,21.1,-97.8,30,2016,NA
AL042016,DANIELLE,12,2016-06-21T06:00:00Z,Other low,IL,20.8,-98.7,20,2016,NA
AL052016,EARL,20,2016-08-04T04:00:00Z,Hurricane,L,17.4,-87.8,75,2016,29.769999334588647
AL052016,EARL,20,2016-08-04T06:00:00Z,Hurricane,IL,17.4,-88.3,75,2016,NA
AL052016,EARL,20,2016-08-04T12:00:00Z,Tropical storm,IL,17.4,-89.4,60,2016,NA
AL052016,EARL,20,2016-08-04T18:00:00Z,Tropical storm,IL,17.6,-90.3,40,2016,NA
AL052016,EARL,20,2016-08-05T00:00:00Z,Tropical storm,IL,18,-91.2,35,2016,NA
AL052016,EARL,20,2016-08-05T06:00:00Z,Tropical storm,IL,18.3,-92.3,35,2016,NA
AL052016,EARL,20,2016-08-06T02:30:00Z,Tropical storm,L,19,-96,50,2016,NA
AL052016,EARL,20,2016-08-06T06:00:00Z,Tropical storm,IL,19,-96.5,45,2016,NA
AL052016,EARL,20,2016-08-06T12:00:00Z,Tropical depression,IL,19,-97.5,25,2016,NA
AL092016,HERMINE,47,2016-09-02T05:30:00Z,Hurricane,L,30.1,-84.1,70,2016,28.709999358281493
AL092016,HERMINE,47,2016-09-02T06:00:00Z,Hurricane,IL,30.3,-84,65,2016,NA
AL092016,HERMINE,47,2016-09-02T08:00:00Z,Tropical storm,IL,30.6,-83.8,60,2016,NA
