storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,mean.wind,mean.sq.wind,storm.year,basin,sst,sst.norm,sst.class,first.lat,last.lat,first.long,last.long,distance
AL011996,ARTHUR,22,475200,3195574070.2629623,45,35.22727272727273,1294.3181818181818,1996,NATL,27.532323338734674,0.99644949025904,low,26.8,44,-77.8,-37,4654176.75061719
AL021996,BERTHA,50,108e4,41714868784.68888,100,60,3968,1996,NATL,27.532323338734674,0.99644949025904,low,9.8,60.5,-34,-39,10286306.49642022
AL031996,CESAR,17,367200,6889985597.485184,70,47.35294117647059,2460.294117647059,1996,NATL,27.532323338734674,0.99644949025904,low,11.8,13.1,-62.6,-87.9,2778636.9708325253
AL041996,DOLLY,24,518400,6693317919.170369,70,40.833333333333336,1879.1666666666667,1996,NATL,27.532323338734674,0.99644949025904,low,17.3,21.8,-80.2,-107.3,2898279.3106443696
AL051996,EDOUARD,73,1576800,164852362010.53333,125,77.26027397260275,7297.260273972603,1996,NATL,27.532323338734674,0.99644949025904,low,12.4,50,-19.9,-41,10012212.86483173
AL061996,FRAN,71,1533600,56748366676.95555,105,52.816901408450704,3521.830985915493,1996,NATL,27.532323338734674,0.99644949025904,low,14,46.7,-21,-70,8887333.38933904
AL071996,GUSTAV,29,626400,3391506542.3037024,40,33.793103448275865,1153.448275862069,1996,NATL,27.532323338734674,0.99644949025904,low,12.7,21.3,-23,-47.7,3132449.254329719
AL081996,HORTENSE,52,1123200,59010963985.4185,120,61.05769230769231,4536.057692307692,1996,NATL,27.532323338734674,0.99644949025904,low,14.9,45,-41,-50,7289000.973118886
AL091996,ISIDORE,33,712800,30656631216.340733,100,58.484848484848484,4074.242424242424,1996,NATL,27.532323338734674,0.99644949025904,low,8.6,43,-23.3,-36,5559568.871550465
AL101996,JOSEPHINE,46,993600,12363596307.966665,60,43.369565217391305,1957.0652173913043,1996,NATL,27.532323338734674,0.99644949025904,low,22.7,63,-96.2,-30.5,9350056.139397739
AL111996,KYLE,6,129600,866808197.1333331,45,35,1283.3333333333333,1996,NATL,27.532323338734674,0.99644949025904,low,17.3,15.7,-86.5,-88.4,270609.2753178922
AL121996,LILI,59,1274400,53990607942.903694,100,63.389830508474574,4333.8983050847455,1996,NATL,27.532323338734674,0.99644949025904,low,12.8,54,-80.4,1,9508495.566681366
AL131996,MARCO,54,1166400,10619687025.86296,65,36.01851851851852,1472.6851851851852,1996,NATL,27.532323338734674,0.99644949025904,low,10.5,19.6,-77.5,-84.8,3382662.112094217
AL011997,UNNAMED,9,194400,1227059271.4296293,45,34.44444444444444,1238.888888888889,1997,NATL,27.927409872117934,1.0107484569664409,high,28.5,40,-77.4,-66.3,1749156.6584188314
AL021997,ANA,19,410400,1994614621.5629623,40,32.10526315789474,1057.8947368421052,1997,NATL,27.927409872117934,1.0107484569664409,high,32,41,-77.2,-58,2167820.798990982
AL031997,BILL,9,194400,3977098339.6037035,65,50.55555555555556,2697.222222222222,1997,NATL,27.927409872117934,1.0107484569664409,high,30.4,44,-69.9,-53,2135192.5083273672
AL041997,CLAUDETTE,16,345600,2089823834.0555549,40,34.6875,1229.6875,1997,NATL,27.927409872117934,1.0107484569664409,high,31.3,35.9,-73.6,-57.9,1767179.5522665926
AL051997,DANNY,45,972e3,12353671023.266665,70,38.666666666666664,1781.111111111111,1997,NATL,27.927409872117934,1.0107484569664409,high,27.4,44,-92.6,-48,4645280.580231561
AL061997,UNNAMED,8,172800,568314449.8592591,30,28.75,831.25,1997,NATL,27.927409872117934,1.0107484569664409,high,12,15,-51.5,-60,981340.0818526248
AL071997,ERIKA,67,1447200,71167599727.23332,110,63.35820895522388,4536.194029850746,1997,NATL,27.927409872117934,1.0107484569664409,high,10.9,49,-44.1,-14,8533081.491590146
AL081997,FABIAN,17,367200,1918520772.1962957,40,33.23529411764706,1122.0588235294117,1997,NATL,27.927409872117934,1.0107484569664409,high,24.2,29.2,-64.5,-48.8,1814650.6056236017
AL091997,GRACE,13,280800,1685460383.3148143,40,35,1236.5384615384614,1997,NATL,27.927409872117934,1.0107484569664409,high,20,24.5,-68.7,-47.3,2495392.6225995477
AL011998,ALEX,26,561600,3695881939.7703695,45,35.38461538461539,1290.3846153846155,1998,NATL,28.09723093311304,1.0168946186100443,high,11.3,21,-25.4,-59.3,3903769.6003203555
AL021998,BONNIE,48,1036800,64843722960.78518,100,68.33333333333333,5354.166666666667,1998,NATL,28.09723093311304,1.0168946186100443,high,14.7,43,-48.1,-41,7446171.309017566
AL031998,CHARLEY,12,259200,1562313332.407407,60,30.833333333333332,1091.6666666666667,1998,NATL,28.09723093311304,1.0168946186100443,high,25.3,29.4,-92.3,-101.2,1016868.6216170063
AL041998,DANIELLE,61,1317600,61423175770.65554,90,66.14754098360656,4659.426229508197,1998,NATL,28.09723093311304,1.0168946186100443,high,13.4,57,-34.3,-12,10882687.803475866
AL051998,EARL,33,712800,14046483469.32222,85,49.54545454545455,2596.212121212121,1998,NATL,28.09723093311304,1.0168946186100443,high,21.6,52,-93.5,-25,6919527.354149826
AL061998,FRANCES,21,453600,2861790421.8333325,55,33.57142857142857,1208.3333333333333,1998,NATL,28.09723093311304,1.0168946186100443,high,25.5,33,-94.5,-97,1526681.1915738382
AL071998,GEORGES,64,1382400,111266117518.37036,135,73.4375,6299.21875,1998,NATL,28.09723093311304,1.0168946186100443,high,9.7,30.5,-25.1,-81.8,8149541.501333958
AL081998,HERMINE,14,302400,1366748463.5037034,40,31.428571428571427,1010.7142857142857,1998,NATL,28.09723093311304,1.0168946186100443,high,26.9,31,-90.3,-90,1000790.9914806648
AL091998,IVAN,36,777600,19047724148.711105,80,50.833333333333336,2900,1998,NATL,28.09723093311304,1.0168946186100443,high,13.4,41.5,-26.6,-15.5,5705654.899619116
AL101998,JEANNE,54,1166400,44039591023.3111,90,58.333333333333336,3854.6296296296296,1998,NATL,28.09723093311304,1.0168946186100443,high,9.6,39.5,-17.4,-5,7432269.628798998
AL111998,KARL,26,561600,16970766424.451847,90,53.46153846153846,3269.230769230769,1998,NATL,28.09723093311304,1.0168946186100443,high,33.3,49,-65.4,-8,5720415.808651788
AL121998,LISA,21,453600,8606324644.31111,65,50,2597.6190476190477,1998,NATL,28.09723093311304,1.0168946186100443,high,13.9,52.1,-46.4,-32,4999777.754743557
AL131998,MITCH,76,1641600,135160689028.91478,155,63.61842105263158,5535.1973684210525,1998,NATL,28.09723093311304,1.0168946186100443,high,11.6,63.5,-76.1,-5,11942366.567848425
AL141998,NICOLE,35,756e3,15220240285.88148,75,49.42857142857143,2630,1998,NATL,28.09723093311304,1.0168946186100443,high,28.3,52,-28,-37,5240251.938187811
AL011999,ARLENE,26,561600,5061527593.862962,50,39.03846153846154,1581.7307692307693,1999,NATL,27.727182850920048,1.0035018432043532,high,27.1,35.4,-58.1,-61.6,1397643.0181674147
AL021999,UNNAMED,3,64800,204754947.3296296,30,28.333333333333332,808.3333333333334,1999,NATL,27.727182850920048,1.0035018432043532,high,20.2,20.4,-95,-97.3,249101.24009925837
AL031999,BRET,26,561600,34587779163.81481,125,59.61538461538461,4732.692307692308,1999,NATL,27.727182850920048,1.0035018432043532,high,19.5,27.6,-94.4,-103,1548611.6072309697
AL041999,CINDY,51,1101600,63099078472.407394,120,65.49019607843137,4950,1999,NATL,27.727182850920048,1.0035018432043532,high,13.5,40.4,-18.9,-48.2,6322623.093161307
AL051999,DENNIS,64,1382400,43139698543.84444,90,52.5,3283.59375,1999,NATL,27.727182850920048,1.0035018432043532,high,21.5,45.5,-67.7,-75.6,4815003.318635144
AL061999,EMILY,18,388800,2956999634.325925,45,37.77777777777778,1444.4444444444443,1999,NATL,27.727182850920048,1.0035018432043532,high,11.5,23.8,-53.6,-56.7,1537054.9376523318
AL071999,UNNAMED,8,172800,568314449.8592591,30,28.75,831.25,1999,NATL,27.727182850920048,1.0035018432043532,high,21.6,25,-96.4,-99,465735.6300715903
AL081999,FLOYD,48,1036800,89644068600.98888,135,73.4375,6439.0625,1999,NATL,27.727182850920048,1.0035018432043532,high,14.6,49.5,-45.6,-48,7621752.349991187
AL091999,GERT,49,1058400,132988154489.02591,130,88.87755102040816,8781.122448979591,1999,NATL,27.727182850920048,1.0035018432043532,high,12.6,46.6,-24.2,-51.9,6969707.643760948
AL101999,HARVEY,12,259200,2829073742.637037,50,41.666666666666664,1800,1999,NATL,27.727182850920048,1.0035018432043532,high,25,26.9,-87.8,-78.6,1125797.9078733781
AL111999,UNNAMED,10,216e3,794022775.9999998,30,30,900,1999,NATL,27.727182850920048,1.0035018432043532,high,20.1,20.4,-94.1,-96.4,487904.52010031027
AL121999,UNNAMED,12,259200,919375445.7296294,30,29.583333333333332,877.0833333333334,1999,NATL,27.727182850920048,1.0035018432043532,high,14.4,17.3,-44.8,-48.5,514659.08059001924
AL131999,IRENE,30,648e3,26358615338.1037,95,61.666666666666664,4181.666666666667,1999,NATL,27.727182850920048,1.0035018432043532,high,15.9,51,-82,-45,5625008.456855057
AL141999,JOSE,32,691200,19242921414.477776,85,55.78125,3296.09375,1999,NATL,27.727182850920048,1.0035018432043532,high,9.8,40,-50.8,-51.8,4672743.193235349
AL151999,KATRINA,16,345600,995469295.0962961,35,26.875,743.75,1999,NATL,27.727182850920048,1.0035018432043532,high,11.4,21.2,-80.9,-89.8,1519359.6018420137
AL161999,LENNY,39,842400,58465440930.05555,135,64.23076923076923,5305.7692307692305,1999,NATL,27.727182850920048,1.0035018432043532,high,16.7,18.5,-81.6,-52.8,3385758.0480075013
AL012000,UNNAMED,4,86400,183801568.5185185,25,25,625,2000,NATL,27.511306560282804,0.9956888512850748,low,21,20.8,-93,-93.5,104913.65840496367
AL022000,UNNAMED,12,259200,885923560.259259,30,29.166666666666668,854.1666666666666,2000,NATL,27.511306560282804,0.9956888512850748,low,9.5,9.7,-19.8,-38.2,2027812.8860463155
AL032000,ALBERTO,87,1879200,84005036478.84073,110,63.04597701149425,4379.022988505747,2000,NATL,27.511306560282804,0.9956888512850748,low,10.8,70.7,-18,-4.9,13519321.5197511
AL042000,UNNAMED,13,280800,898422066.9185183,30,28.46153846153846,815.3846153846154,2000,NATL,27.511306560282804,0.9956888512850748,low,28.2,29.6,-74.2,-76.5,825673.0421207296
AL052000,BERYL,9,194400,1402405967.796296,45,36.111111111111114,1358.3333333333333,2000,NATL,27.511306560282804,0.9956888512850748,low,22.5,25.2,-93.5,-99.8,710956.5256246576
AL062000,CHRIS,9,194400,538170992.6222221,35,26.666666666666668,727.7777777777778,2000,NATL,27.511306560282804,0.9956888512850748,low,14.2,18.3,-51.9,-60.4,1019090.123054673
AL072000,DEBBY,20,432e3,10962660752.718517,75,53,3050,2000,NATL,27.511306560282804,0.9956888512850748,low,12,19.5,-44.5,-77,3615538.092233553
AL082000,ERNESTO,10,216e3,1040684480.9518515,35,32.5,1067.5,2000,NATL,27.511306560282804,0.9956888512850748,low,14.8,20,-45.2,-58,1486907.5822202866
AL092000,UNNAMED,4,86400,217253453.98888886,30,26.25,693.75,2000,NATL,27.511306560282804,0.9956888512850748,low,27.5,30,-93.5,-94,285021.9295090209
AL102000,FLORENCE,29,626400,14940861901.733332,70,53.793103448275865,3020.689655172414,2000,NATL,27.511306560282804,0.9956888512850748,low,30.9,45.5,-70.9,-53,3236000.5451384974
AL112000,GORDON,28,604800,6918291039.037036,70,37.142857142857146,1641.0714285714287,2000,NATL,27.511306560282804,0.9956888512850748,low,19.8,43.5,-87.3,-63,3814458.3937717197
AL122000,HELENE,42,907200,6900646088.459258,60,34.76190476190476,1327.3809523809523,2000,NATL,27.511306560282804,0.9956888512850748,low,14.9,46.1,-52.2,-48.8,8310772.319314879
AL132000,ISAAC,52,1123200,82863628738.34073,120,74.61538461538461,6135.576923076923,2000,NATL,27.511306560282804,0.9956888512850748,low,11.5,62,-23,-4,9908616.041195037
